model_name,bandwidth_mbps,optimal_split_idx,edge_ms,server_ms,comm_ms,total_ms,activation_mb
vit_b_16,40.0,6,7.770904333331903,7.702226333397751,14.4287109375,29.901841604229652,0.5771484375
mobilenet_v2,40.0,17,6.004536666599354,0.8291430000705683,0.7476806640625,7.581360330732423,0.0299072265625
